Rock_Type,Ore_Grade,Tonnage,Ore_Value,Mining_Cost,Processing_Cost,Waste_Flag,Profit
Hematite,52.93,1244,280.58,69,39,0,214689.52
Waste,0,1289,0,33,30,1,-81207
Hematite,51.38,2138,326.15,47,38,0,515578.7
Hematite,53.16,1130,349.29,60,34,0,288477.7
Magnetite,54.16,1700,296.05,66,33,0,334985
Hematite,50.02,1335,320.46,68,36,0,288974.1
Waste,0,2714,0,39,23,1,-168268
Hematite,50.84,1380,293.67,37,33,0,308664.6
Waste,0,1604,0,39,35,1,-118696
Magnetite,55.5,1478,309.57,31,23,0,377732.46
Waste,0,2296,0,57,34,1,-208936
Hematite,62.64,2539,344.64,56,32,0,651608.96
Waste,0,1882,0,45,26,1,-133622
Magnetite,62.34,1978,342.16,31,38,0,540310.48
Magnetite,58.73,1708,254.46,64,24,0,284313.68
Magnetite,59.19,2807,265.82,45,39,0,510368.74
Waste,0,2244,0,31,22,1,-118932
Waste,0,2449,0,33,20,1,-129797
Magnetite,61.44,1868,339.66,61,23,0,477572.88
Magnetite,59.13,2636,282.04,67,25,0,500945.44
Waste,0,2845,0,37,38,1,-213375
Magnetite,56.36,2416,306.38,39,38,0,554182.08
Magnetite,63.08,2971,276.74,42,20,0,637992.54
Magnetite,53.98,1944,337.44,50,39,0,482967.36
Hematite,58.4,2035,284.88,46,38,0,408790.8
Hematite,63.4,2775,341.84,59,31,0,698856
Hematite,58.86,1759,251.24,48,34,0,297693.16
Hematite,53.79,2803,331.79,38,36,0,722585.37
Magnetite,61.05,2115,329.33,34,36,0,548482.95
Magnetite,51.7,1935,328.47,61,35,0,449829.45
Waste,0,1381,0,44,29,1,-100813
Waste,0,1700,0,36,20,1,-95200
Waste,0,2061,0,67,30,1,-199917
Hematite,50.1,2796,339.9,37,25,0,777008.4
Waste,0,1051,0,54,20,1,-77774
Waste,0,1280,0,48,35,1,-106240
Hematite,52.19,1671,277.64,56,36,0,310204.44
Magnetite,56.01,1293,344.2,69,33,0,313164.6
Waste,0,1601,0,33,39,1,-115272
Hematite,60.42,1088,277.71,33,29,0,234692.48
Hematite,63.76,1830,332.65,52,31,0,456859.5
Waste,0,2707,0,51,24,1,-203025
Waste,0,1725,0,37,38,1,-129375
Hematite,54.79,1669,338.83,50,34,0,425311.27
Hematite,52.79,1887,296.72,66,22,0,393854.64
Waste,0,2327,0,65,29,1,-218738
Hematite,53.5,2468,272.34,59,28,0,457419.12
Magnetite,59.42,2239,282.18,58,37,0,419096.02
Hematite,64.73,2487,311.66,43,27,0,601008.42
Waste,0,2129,0,42,33,1,-159675
Magnetite,50.29,1073,289.76,53,24,0,228291.48
Waste,0,2145,0,44,30,1,-158730
Magnetite,59.23,1136,327.16,61,22,0,277365.76
Magnetite,55.58,1438,339.44,51,25,0,378826.72
Waste,0,1245,0,53,23,1,-94620
Magnetite,53.96,2643,297.34,53,29,0,569143.62
Hematite,64.54,2593,255.94,53,34,0,438061.42
Waste,0,2431,0,30,34,1,-155584
Magnetite,55.24,2007,329.18,42,36,0,504118.26
Hematite,60.29,2700,348.45,48,36,0,714015
Hematite,51.07,2214,260.66,32,33,0,433191.24
Magnetite,53.6,2839,252.67,62,32,0,450464.13
Magnetite,61.87,2651,335.63,52,20,0,698883.13
Waste,0,2454,0,69,21,1,-220860
Waste,0,2609,0,35,31,1,-172194
Magnetite,50.3,2632,329.66,34,35,0,686057.12
Waste,0,1246,0,36,29,1,-80990
Magnetite,53.22,1718,337.21,46,26,0,455630.78
Hematite,56.64,1337,329.95,34,27,0,359586.15
Magnetite,54.66,1439,258.01,65,27,0,238888.39
Magnetite,61.4,2784,290.58,33,31,0,630798.72
Magnetite,62.11,1028,284.02,33,26,0,231320.56
Hematite,52.26,2355,264.83,54,35,0,414079.65
Hematite,60.65,2522,284.23,61,30,0,487326.06
Hematite,50.48,1600,262.53,36,24,0,324048
Waste,0,1098,0,54,20,1,-81252
Hematite,61.93,2179,300.98,60,36,0,446651.42
Hematite,62.54,2221,330.09,60,28,0,537681.89
Hematite,53.97,1837,266.34,30,30,0,379046.58
Hematite,56.74,1902,261.79,46,38,0,338156.58
Magnetite,50.68,2184,283.18,52,22,0,456849.12
Hematite,64.03,2954,269.14,35,27,0,611891.56
Waste,0,1783,0,41,33,1,-131942
Hematite,55.52,2506,252.75,34,22,0,493055.5
Magnetite,52.57,1498,270,51,26,0,289114
Magnetite,64.6,1475,346.22,40,38,0,395624.5
Hematite,50.41,2112,258.96,42,36,0,382187.52
Hematite,55.46,2705,349.76,60,22,0,724290.8
Hematite,52.4,1500,260.85,69,28,0,245775
Hematite,60.24,1150,293.39,53,22,0,251148.5
Waste,0,1710,0,40,25,1,-111150
Hematite,51.79,1765,257.53,58,39,0,283335.45
Hematite,60.08,2728,277.13,60,29,0,513218.64
Hematite,50.25,1705,288.17,41,23,0,382209.85
Magnetite,64.66,2935,263.93,30,32,0,592664.55
Waste,0,2266,0,45,39,1,-190344
Hematite,53.08,2342,318.91,39,28,0,589973.22
Waste,0,1053,0,65,28,1,-97929
Magnetite,59.88,2962,251.09,69,36,0,432718.58
Hematite,57.96,1063,263.24,58,24,0,192658.12
Magnetite,61.31,2935,260.54,30,36,0,570974.9
Waste,0,1273,0,30,24,1,-68742
Hematite,59.32,1545,271.39,40,38,0,298787.55
Magnetite,61.82,2322,298.17,55,33,0,488014.74
Hematite,56.91,2920,263.18,34,26,0,593285.6
Waste,0,1555,0,44,26,1,-108850
Magnetite,63.61,1841,308.26,33,25,0,460728.66
Hematite,59.96,2241,250.22,57,39,0,345607.02
Magnetite,58.25,1540,331.8,59,25,0,381612
Waste,0,1395,0,66,24,1,-125550
Hematite,50.84,2376,332.26,57,31,0,580361.76
Hematite,59.86,1369,334.5,42,27,0,363469.5
Hematite,56.86,1605,332.16,63,21,0,398296.8
Hematite,58.91,2519,347.67,32,29,0,722121.73
Magnetite,62.31,1054,273.97,47,39,0,198120.38
Magnetite,61.01,2752,286.93,68,34,0,508927.36
Magnetite,63.75,1234,268.67,54,21,0,238988.78
Hematite,56.61,2858,343.78,45,30,0,768173.24
Magnetite,61.26,2150,252.44,32,28,0,413746
Magnetite,58.36,2700,333.33,39,23,0,732591
Magnetite,55.32,1703,338.55,58,24,0,436904.65
Waste,0,1513,0,31,37,1,-102884
Waste,0,2381,0,48,28,1,-180956
Magnetite,60.64,1235,262.67,42,20,0,247827.45
Waste,0,2915,0,34,21,1,-160325
Hematite,63.95,1215,315.69,31,23,0,317953.35
Magnetite,50,2075,254.12,39,31,0,382049
Hematite,53.29,2141,289.53,33,31,0,482859.73
Hematite,60.84,2397,270.36,66,36,0,403558.92
Magnetite,53.69,1784,266.13,67,24,0,312431.92
Waste,0,2648,0,55,23,1,-206544
Magnetite,54.94,1176,281.93,32,33,0,255109.68
Hematite,56.19,1987,277.46,56,35,0,370496.02
Waste,0,1969,0,44,31,1,-147675
Magnetite,51.17,2045,270.16,67,35,0,343887.2
Hematite,63.22,1487,342.46,47,21,0,408122.02
Hematite,61.71,1142,329.62,58,35,0,270220.04
Magnetite,53.55,1143,348.94,51,28,0,308541.42
Hematite,52.89,2762,267.81,45,33,0,524255.22
Waste,0,1765,0,56,29,1,-150025
Magnetite,62.2,1415,331.15,59,25,0,349717.25
Magnetite,50.02,2740,268.49,35,36,0,541122.6
Magnetite,63.81,1867,302.79,66,31,0,384209.93
Hematite,59.44,2677,322.42,56,20,0,659666.34
Hematite,58.94,2374,308.21,48,34,0,537022.54
Magnetite,56.55,2730,299.72,58,21,0,602565.6
Waste,0,2599,0,49,29,1,-202722
Hematite,50.02,1293,314.14,45,24,0,316966.02
Waste,0,1792,0,55,39,1,-168448
Hematite,59.88,1577,295.63,40,30,0,355818.51
Waste,0,1329,0,51,28,1,-104991
Magnetite,53.05,1972,348.83,31,36,0,555768.76
Waste,0,2263,0,61,31,1,-208196
Magnetite,62.89,1634,335.82,30,26,0,457225.88
Magnetite,64.94,2275,320.42,34,21,0,603830.5
Magnetite,64.66,1450,266.73,59,37,0,247558.5
Magnetite,62.73,1639,283.8,46,35,0,332389.2
Magnetite,58.11,2409,274.69,31,23,0,531642.21
Hematite,61.3,2285,333.95,52,29,0,577990.75
Waste,0,1364,0,57,31,1,-120032
Magnetite,52.43,1526,259.98,45,21,0,296013.48
Hematite,52,2712,311.88,39,38,0,636994.56
Hematite,59.93,2422,316.99,69,30,0,527971.78
Magnetite,56.74,1902,302.93,37,28,0,452542.86
Hematite,52.04,1176,264.32,36,28,0,235576.32
Magnetite,58.4,2855,308.42,66,37,0,586474.1
Hematite,60.37,2681,295.33,56,32,0,555851.73
Magnetite,56.99,2045,326.57,36,25,0,543090.65
Hematite,57.14,2117,338.26,38,24,0,584842.42
Magnetite,60.51,2432,343.03,40,31,0,661576.96
Hematite,54.12,2667,330.04,62,31,0,632185.68
Magnetite,57.59,1837,316.23,67,23,0,415584.51
Magnetite,58.41,1305,314.16,66,31,0,283393.8
Waste,0,2252,0,68,20,1,-198176
Magnetite,56.4,2827,343.94,34,25,0,805525.38
Waste,0,2407,0,53,37,1,-216630
Waste,0,2663,0,61,31,1,-244996
Magnetite,56.69,2551,285.69,44,26,0,550225.19
Hematite,50.57,2960,296.8,56,30,0,623968
Waste,0,2127,0,33,27,1,-127620
Waste,0,1719,0,49,32,1,-139239
Hematite,61.77,2807,292.43,46,39,0,582256.01
Waste,0,2605,0,32,35,1,-174535
Magnetite,64.53,1950,346.38,64,22,0,507741
Hematite,59.31,1537,255.38,35,25,0,300299.06
Magnetite,58.15,2749,268.16,57,22,0,520000.84
Magnetite,63.04,1352,317.06,67,27,0,301577.12
Hematite,59.42,2524,327.62,64,36,0,574512.88
Hematite,57.24,1595,268,40,38,0,303050
Magnetite,51.51,2219,347.81,32,37,0,618679.39
Magnetite,52.61,1451,298.4,69,20,0,303839.4
Waste,0,2709,0,49,27,1,-205884
Magnetite,62.41,1317,331.65,47,24,0,343276.05
Magnetite,53.88,1896,293.36,36,20,0,450034.56
Magnetite,54.19,2384,319.9,51,25,0,581457.6
Hematite,59.68,2273,347.59,41,26,0,637781.07
Magnetite,61.79,1669,304.35,68,34,0,337722.15
Magnetite,63.33,2432,330.82,46,33,0,612426.24
Hematite,63.36,1011,268.11,51,26,0,193212.21
Hematite,59.89,2818,260.21,51,35,0,490923.78
Magnetite,62.86,1687,345.85,43,35,0,451862.95
Magnetite,51.71,1876,252.36,52,31,0,317719.36
Magnetite,51.41,1002,292.91,64,37,0,192293.82
Magnetite,54.39,1257,268.46,53,29,0,234380.22
Waste,0,2916,0,59,35,1,-274104
Hematite,57.65,2844,277.94,46,29,0,577161.36
Hematite,56.13,2387,329.76,43,39,0,591403.12
Magnetite,62.91,2133,281.35,59,25,0,420947.55
Hematite,59.21,2410,250.98,67,32,0,366271.8
Magnetite,59.12,2971,274.85,36,33,0,611580.35
Hematite,57.5,1541,326.54,34,27,0,409197.14
Hematite,54.89,1502,265.47,68,39,0,238021.94
Magnetite,55.38,2048,254.87,35,39,0,370421.76
Hematite,64.16,1297,305.44,53,26,0,293692.68
Magnetite,50.64,2713,336.37,42,35,0,703670.81
Magnetite,53.93,1439,325.96,58,34,0,336668.44
Magnetite,53.41,2389,270.01,60,39,0,408542.89
Hematite,64.19,2772,251.18,46,39,0,460650.96
Magnetite,60.03,2521,288.78,47,36,0,518771.38
Magnetite,57.1,2711,255.65,42,29,0,500586.15
Magnetite,50.29,2926,258.41,34,39,0,542509.66
Hematite,60.51,2136,301.06,64,20,0,463640.16
Hematite,60.37,2807,296.26,39,30,0,637918.82
Hematite,63.38,1127,311.32,44,39,0,257316.64
Waste,0,1077,0,58,27,1,-91545
Magnetite,50.12,1438,312.86,56,20,0,340604.68
Magnetite,61.59,1855,281.35,50,20,0,392054.25
Waste,0,1203,0,36,29,1,-78195
Waste,0,1407,0,57,27,1,-118188
Waste,0,2213,0,65,23,1,-194744
Hematite,54.7,1166,284.35,31,20,0,272086.1
Hematite,63.85,1998,340.1,68,25,0,493705.8
Waste,0,2832,0,57,33,1,-254880
Magnetite,59.11,1402,342.96,50,32,0,365865.92
Waste,0,2811,0,57,29,1,-241746
Hematite,59.84,1727,282.62,44,37,0,348197.74
Magnetite,63.83,2348,282.56,47,37,0,466218.88
Magnetite,51.81,2044,319.16,52,20,0,505195.04
Hematite,56.35,2441,315.3,55,30,0,562162.3
Waste,0,2398,0,48,26,1,-177452
Hematite,60.77,1796,321.08,64,37,0,395263.68
Hematite,51.3,2504,284,31,28,0,563400
Hematite,52.77,1309,304.96,52,37,0,282691.64
Magnetite,64.65,1249,307.03,67,32,0,259829.47
Hematite,52.25,1280,251.31,58,27,0,212876.8
Magnetite,63.06,2040,346.74,42,32,0,556389.6
Magnetite,61.58,1086,275.01,62,25,0,204178.86
Waste,0,2439,0,46,32,1,-190242
Magnetite,55.43,1819,323.96,54,20,0,454677.24
Hematite,59.35,2417,298.64,46,28,0,542954.88
Magnetite,62.94,2884,306.92,35,22,0,720769.28
Magnetite,50.94,2813,344.1,37,27,0,787921.3
Hematite,52.53,2244,343.73,57,26,0,585078.12
Hematite,61.01,1560,252.69,63,25,0,256916.4
Hematite,58.17,2757,253.47,62,20,0,472742.79
Magnetite,59.5,2630,327.79,52,26,0,656947.7
Hematite,63.49,2686,309.46,43,39,0,610957.56
Waste,0,2801,0,36,36,1,-201672
Magnetite,58.92,1446,291.57,50,39,0,292916.22
Magnetite,64.49,1547,296.8,30,24,0,375611.6
Hematite,56.21,2447,293.85,66,27,0,491479.95
Magnetite,57.48,2992,335.8,67,22,0,738425.6
Hematite,50.12,2816,258.53,45,38,0,494292.48
Magnetite,51.02,1060,310.55,54,26,0,244383
Hematite,60.98,1224,327.4,35,39,0,310161.6
Waste,0,1226,0,69,21,1,-110340
Hematite,51.86,2876,343.15,52,20,0,779827.4
Hematite,62.34,1825,348.37,50,20,0,508025.25
Magnetite,62.79,1834,349.73,38,20,0,535032.82
Magnetite,54.21,2059,262,64,33,0,339735
Waste,0,2373,0,45,22,1,-158991
Hematite,62.8,2674,305.1,43,25,0,634005.4
Magnetite,51.52,2870,307.29,62,29,0,620752.3
Magnetite,58.35,2721,339.86,63,37,0,652659.06
Hematite,56,2763,339.27,32,28,0,771623.01
Hematite,59.01,2137,251.98,63,34,0,331192.26
Hematite,62.7,2113,282.7,32,26,0,474791.1
Magnetite,62,2120,337,63,23,0,532120
Magnetite,62.17,2736,287.77,54,29,0,560250.72
Magnetite,59.24,1866,263.29,42,22,0,371875.14
Hematite,55.04,2384,316.48,45,30,0,575688.32
Hematite,53.85,1176,261.95,36,28,0,232789.2
Waste,0,2911,0,34,28,1,-180482
Magnetite,53.58,1755,280.66,67,24,0,332853.3
Waste,0,2677,0,55,22,1,-206129
Hematite,59.55,2831,318.71,65,21,0,658802.01
Hematite,55.94,2047,321.6,63,33,0,461803.2
Magnetite,60.46,2930,288.34,40,36,0,622156.2
Hematite,54.02,2364,304.96,32,31,0,571993.44
Hematite,58.73,2593,302.55,50,22,0,597816.15
Magnetite,61.55,2082,300.63,52,38,0,438531.66
Hematite,52.76,1694,257.54,41,29,0,317692.76
Hematite,55.56,1265,347.99,38,35,0,347862.35
Hematite,63.91,1526,280.53,58,27,0,298378.78
Hematite,52.84,2681,333.55,64,33,0,634190.55
Hematite,62.91,2940,318,47,39,0,682080
Magnetite,59.53,2977,311.29,43,31,0,706412.33
Hematite,51.83,1016,289.52,44,33,0,215920.32
Hematite,55.16,2229,287.2,37,20,0,513115.8
Waste,0,1330,0,51,35,1,-114380
Magnetite,61.28,1030,327.33,64,34,0,236209.9
Magnetite,59.22,2073,287.24,38,38,0,437900.52
Magnetite,57.2,2517,310.8,46,34,0,580923.6
Magnetite,64.87,1229,319.23,66,25,0,280494.67
Magnetite,59.45,1560,331.52,46,37,0,387691.2
Magnetite,61.59,2214,330.29,40,39,0,556356.06
Waste,0,1306,0,69,32,1,-131906
Magnetite,62.32,2528,268.93,57,37,0,442223.04
Hematite,64.84,2436,342.98,67,24,0,613823.28
Hematite,62.27,2592,316.08,42,24,0,648207.36
Hematite,64.82,1021,250.75,65,23,0,166167.75
Waste,0,1537,0,69,35,1,-159848
Magnetite,63.59,2759,291.23,66,27,0,546916.57
Waste,0,2741,0,65,22,1,-238467
Hematite,58.9,1766,324.24,59,21,0,431327.84
Hematite,50.74,1147,264.13,55,36,0,198580.11
Hematite,50.79,1316,345.1,39,24,0,371243.6
Waste,0,2674,0,56,33,1,-237986
Hematite,58.88,1583,339.79,48,31,0,412830.57
Magnetite,60.82,1372,260.36,49,25,0,255685.92
Magnetite,58.91,1841,341.8,64,25,0,465404.8
Hematite,62.63,1505,261.91,66,39,0,236149.55
Waste,0,1673,0,41,26,1,-112091
Magnetite,61.03,2032,329.59,61,31,0,482782.88
Magnetite,58.04,1226,282.66,44,34,0,250913.16
Waste,0,1492,0,34,33,1,-99964
Magnetite,58.56,1074,338.12,33,20,0,306218.88
Hematite,58.53,1111,297.03,34,25,0,264451.33
Magnetite,56.92,2530,336.73,38,39,0,657116.9
Magnetite,61.34,1101,306.77,53,21,0,256279.77
Waste,0,1796,0,54,36,1,-161640
Magnetite,57.76,2064,341.36,41,32,0,553895.04
Hematite,61.49,1192,322.3,44,22,0,305509.6
Waste,0,1266,0,49,23,1,-91152
Magnetite,54.76,1066,296.52,42,29,0,240404.32
Magnetite,63.27,1030,251.41,35,21,0,201272.3
Hematite,57.33,2622,338.56,58,30,0,656968.32
Magnetite,62.57,2414,334.74,58,27,0,602872.36
Hematite,56.33,1861,311.66,46,36,0,427397.26
Magnetite,61.98,2492,299.53,36,34,0,571988.76
Hematite,55.6,2287,277.92,50,22,0,470939.04
Magnetite,60.26,2545,329.12,33,24,0,692545.4
Waste,0,2204,0,44,20,1,-141056
Waste,0,1375,0,69,38,1,-147125
Magnetite,61.46,2218,342.34,68,21,0,561908.12
Hematite,51.13,2012,301.74,53,30,0,440104.88
Magnetite,64.06,2439,287.57,48,36,0,496507.23
Waste,0,2952,0,42,20,1,-183024
Magnetite,54.87,2896,338.37,60,20,0,748239.52
Magnetite,53.74,1336,328.76,58,27,0,325663.36
Hematite,61.34,2340,315.42,37,24,0,595342.8
Magnetite,51.86,1635,303.78,65,39,0,326640.3
Hematite,61.16,1726,289.36,49,25,0,371711.36
Magnetite,53.43,2993,300.03,65,29,0,616647.79
Magnetite,54.03,1832,310.68,55,23,0,426269.76
Hematite,59.93,2916,319.16,59,36,0,653650.56
Magnetite,57.77,2631,339.36,30,37,0,716579.16
Hematite,58.13,2323,274.31,36,21,0,504811.13
Waste,0,2192,0,52,24,1,-166592
Waste,0,1961,0,48,22,1,-137270
Magnetite,59.09,1185,270.36,68,37,0,195951.6
Magnetite,62.17,2018,250.41,31,35,0,372139.38
Hematite,56.65,1717,279.52,65,36,0,306518.84
Hematite,55.94,2681,286.53,38,35,0,572473.93
Hematite,51.44,2108,337.33,68,30,0,504507.64
Magnetite,50.21,1144,254.38,55,31,0,192626.72
Magnetite,60.85,1903,275.72,63,23,0,361037.16
Magnetite,57.32,2942,301.83,66,23,0,626145.86
Magnetite,64.65,2948,262.59,63,31,0,497003.32
Magnetite,64.44,1467,259.43,66,32,0,236817.81
Magnetite,51.37,1694,348.31,42,23,0,479927.14
Hematite,51.25,2293,318.5,58,29,0,530829.5
Hematite,54.94,1543,324.82,49,35,0,371585.26
Magnetite,57.3,1028,333.43,59,37,0,244078.04
Hematite,53.03,2427,344.57,55,29,0,632403.39
Hematite,51.93,2437,250.57,58,39,0,374250.09
Magnetite,60.33,2682,260.51,60,23,0,476081.82
Magnetite,55.12,2480,327.1,51,33,0,602888
Magnetite,63.13,1140,326.81,34,22,0,308723.4
Waste,0,1593,0,45,32,1,-122661
Magnetite,64.96,1168,328.37,49,37,0,283088.16
Waste,0,1491,0,65,20,1,-126735
Hematite,53.85,1338,286.15,55,35,0,262448.7
Waste,0,1883,0,36,30,1,-124278
Hematite,59.51,2401,273.55,47,25,0,483921.55
Magnetite,62.15,2526,252.19,52,36,0,414743.94
Magnetite,58.81,1564,291.29,45,30,0,338277.56
Waste,0,2439,0,39,35,1,-180486
Hematite,62.2,1972,273.02,62,33,0,351055.44
Waste,0,1177,0,61,26,1,-102399
Hematite,54.79,1050,271.67,69,27,0,184453.5
Waste,0,2160,0,55,39,1,-203040
Magnetite,61.26,1182,259.72,56,33,0,201791.04
Hematite,52.24,2639,256.29,61,39,0,412449.31
Hematite,60.37,1407,256.29,47,25,0,259296.03
Hematite,57.75,2834,298.18,54,24,0,623990.12
Hematite,53.81,1252,268.38,48,29,0,239607.76
Magnetite,56.64,1700,258.44,67,23,0,286348
Hematite,51.84,2142,266.98,61,22,0,394085.16
Hematite,53.17,2665,283.99,42,25,0,578278.35
Waste,0,1335,0,42,29,1,-94785
Hematite,61.93,1447,326.61,37,21,0,388678.67
Waste,0,1443,0,60,31,1,-131313
Hematite,58.69,1440,255.2,48,28,0,258048
Hematite,58.44,2143,267.05,57,35,0,375132.15
Hematite,50.88,2371,308.11,67,20,0,524251.81
Waste,0,1072,0,34,30,1,-68608
Hematite,60.71,2157,306.63,45,39,0,480212.91
Hematite,55.33,1013,335.85,33,20,0,286527.05
Waste,0,1509,0,30,23,1,-79977
Magnetite,50.5,1565,323.92,51,33,0,375474.8
Hematite,62.4,1223,314.81,38,32,0,299402.63
Magnetite,59.21,2128,279.42,67,37,0,373293.76
Hematite,60.52,2323,307.79,46,20,0,561678.17
Magnetite,54.37,2709,348.46,54,24,0,732676.14
Hematite,62.13,1731,345.76,37,21,0,498112.56
Magnetite,59.23,1796,306.32,57,25,0,402878.72
Hematite,62.12,2114,336.18,32,38,0,562704.52
Waste,0,2832,0,60,24,1,-237888
Waste,0,1663,0,58,32,1,-149670
Hematite,61.51,1945,253.72,52,38,0,318435.4
Magnetite,63.74,2853,261.12,68,25,0,479646.36
Waste,0,1274,0,63,33,1,-122304
Waste,0,2089,0,48,32,1,-167120
Waste,0,1697,0,40,28,1,-115396
Waste,0,2790,0,53,25,1,-217620
Waste,0,1803,0,30,27,1,-102771
Magnetite,60.81,2638,252.69,37,38,0,468746.22
Magnetite,51.13,2823,296.78,40,37,0,620438.94
Magnetite,57.05,2644,287.48,49,39,0,527425.12
Magnetite,60.89,2409,321.17,44,24,0,609886.53
Magnetite,51.82,1637,255.87,58,31,0,273166.19
Magnetite,56.14,1041,250.24,57,39,0,160563.84
Hematite,53.25,1035,275.01,49,26,0,207010.35
Hematite,53.45,2297,338.59,67,36,0,541150.23
Waste,0,2680,0,46,23,1,-184920
Waste,0,1146,0,43,37,1,-91680
Magnetite,59.79,2145,264.43,44,32,0,404182.35
Magnetite,55.42,2470,318.16,63,38,0,536385.2
Magnetite,50.61,1543,326.11,30,22,0,422951.73
Hematite,64.59,2151,300.33,45,37,0,469627.83
Magnetite,59.89,1211,256.71,30,28,0,240637.81
Waste,0,2935,0,36,21,1,-167295
Waste,0,1377,0,44,36,1,-110160
Magnetite,55.61,1332,280.65,69,21,0,253945.8
Hematite,57.83,1324,294.99,64,25,0,272730.76
Waste,0,2538,0,49,28,1,-195426
Hematite,55.3,2170,339.17,46,23,0,586268.9
Magnetite,57.17,2482,344.74,50,36,0,642192.68
Waste,0,2164,0,57,38,1,-205580
Waste,0,1862,0,55,20,1,-139650
Hematite,62.81,2377,279.15,69,29,0,430593.55
Magnetite,61.98,1061,316.18,39,24,0,268623.98
Hematite,54.76,2151,251.98,62,22,0,361324.98
Hematite,50.69,2231,311.74,32,29,0,559400.94
Hematite,50.45,1079,304.31,36,31,0,256057.49
Hematite,55.03,1912,276.1,69,27,0,344351.2
Magnetite,55.39,2270,324.01,67,24,0,528932.7
Hematite,60.55,2606,337.34,45,25,0,696688.04
Hematite,64.27,1760,309.95,30,28,0,443432
Magnetite,60.12,2943,349.33,52,20,0,816182.19
Hematite,58.5,2678,263.76,53,27,0,492109.28
Magnetite,61.28,1679,273.17,31,37,0,344480.43
Hematite,53.5,1647,311.56,52,28,0,381379.32
Hematite,53.57,1303,310.29,42,27,0,314400.87
Magnetite,57.23,2133,304.19,56,39,0,446202.27
Magnetite,60.56,2532,281.08,61,28,0,486346.56
Magnetite,61.59,1168,287.68,47,21,0,256586.24
Waste,0,2402,0,49,27,1,-182552
Hematite,57.39,2245,267.94,40,35,0,433150.3
Waste,0,2046,0,56,39,1,-194370
Hematite,54.5,2552,283.26,64,22,0,503407.52
Waste,0,2087,0,59,35,1,-196178
Magnetite,61.37,1774,340.1,53,24,0,466739.4
Waste,0,2730,0,37,20,1,-155610
Magnetite,50.84,1934,263.58,61,39,0,316363.72
Hematite,53.32,2423,253.3,52,23,0,432020.9
Hematite,50.55,2633,257.99,51,29,0,468647.67
Magnetite,64.75,1250,305.96,32,23,0,313700
Hematite,64.09,2405,256.13,36,20,0,481312.65
Hematite,51.11,2599,335.36,52,38,0,637690.64
Hematite,64.91,1423,299.3,43,30,0,322024.9
Hematite,59.06,1474,345.58,40,24,0,415048.92
Magnetite,59.77,2496,257.99,60,36,0,404327.04
Hematite,57.01,2036,289.23,44,29,0,440244.28
Hematite,50.83,1916,332.15,48,32,0,483119.4
Hematite,63.99,2898,337.58,41,25,0,787038.84
Waste,0,1709,0,44,25,1,-117921
Hematite,50.76,1153,302.24,46,25,0,266619.72
Hematite,53.87,1074,318.11,45,37,0,253582.14
Hematite,54.39,2228,314.75,56,31,0,507427
Hematite,50.2,1327,327.24,37,32,0,342684.48
Hematite,51.21,2160,345.4,55,27,0,568944
Magnetite,61.09,2502,256.57,54,29,0,434272.14
Hematite,64.29,2561,299.74,47,27,0,578120.14
Magnetite,50.03,1670,267.74,65,23,0,300165.8
Magnetite,55.05,2520,271.99,65,34,0,435934.8
Hematite,54.54,2082,278.95,43,21,0,447525.9
Waste,0,2481,0,58,26,1,-208404
Waste,0,2795,0,30,23,1,-148135
Magnetite,59.39,1223,283.78,53,27,0,249222.94
Hematite,50.94,2953,294.32,65,39,0,562014.96
Waste,0,2999,0,62,21,1,-248917
Hematite,55.52,2838,262.49,44,20,0,563314.62
Waste,0,2310,0,55,39,1,-217140
Magnetite,52.05,1359,339.03,47,33,0,352021.77
Magnetite,61.98,2979,261.64,32,24,0,612601.56
Waste,0,2378,0,31,37,1,-161704
Waste,0,2103,0,58,33,1,-191373
Magnetite,54.96,2733,311.38,65,24,0,607764.54
Magnetite,52.15,2002,327.47,67,30,0,461400.94
Hematite,50.77,1655,268.64,39,28,0,333714.2
Waste,0,1425,0,33,26,1,-84075
